,Query,Sentiment_Level
43,Ondo South West MTN 4G It's been on an average. ,2
64,Ogun South West Globacom 3G The network is sometimes frustrating ,2
272,Adamawa North East MTN 3G Very faulty and fluctuates. Cannot be relied upon,2
10,Ogun South West Globacom 3G Glo is very bad here. I won't even recommend it to the devil,2
290,Lagos South West MTN 3G Mtn network is usually bad most of the time,2
205,Lagos South West Globacom 4G Can be better ,2
64,Ogun South West Globacom 3G The network is sometimes frustrating ,2
43,Ondo South West MTN 4G It's been on an average. ,2
9,Ondo South West Globacom 3G Calling and texting is manageable but I just so hate The browsing aspects. Very slow and annoying.,2
278,Adamawa North East Airtel 3G Its not good for most operations especially browsing.,2
281,Adamawa North East 9mobile 3G Not satisfactory. Should be ditched,2
278,Adamawa North East Airtel 3G Its not good for most operations especially browsing.,2
64,Ogun South West Globacom 3G The network is sometimes frustrating ,2
64,Ogun South West Globacom 3G The network is sometimes frustrating ,2
286,"Osun South West MTN 4G The network is really poor, the only time I actually enjoy browsing is around 1am and it goes back to being rubbish at 6am.",2
214,"Lagos South West Globacom 4G Glo has its moment 
Majority of the time it’s bad ",2
33,"Ondo South West MTN 3G MTN is not that okay here.
Especially inside FUTA. It's worst.",2
158,Ogun South West Globacom 4G Very bad service,2
290,Lagos South West MTN 3G Mtn network is usually bad most of the time,2
286,"Osun South West MTN 4G The network is really poor, the only time I actually enjoy browsing is around 1am and it goes back to being rubbish at 6am.",2
126,"Ondo South West MTN 4G Thing is, around FUTA the internet connection isn't as bad as in town, Oyarubule, orange fm side where you'll be getting a soak of 4kb/s from a 4G network smh",2
286,"Osun South West MTN 4G The network is really poor, the only time I actually enjoy browsing is around 1am and it goes back to being rubbish at 6am.",2
18,Ogun South West Others 3G ...,2
253,Abia South East Airtel 2G Not good at all. Should be discarded with immediate effect,2
125,Delta South South Globacom 4G The internet connection is poor,2
43,Ondo South West MTN 4G It's been on an average. ,2
33,"Ondo South West MTN 3G MTN is not that okay here.
Especially inside FUTA. It's worst.",2
290,Lagos South West MTN 3G Mtn network is usually bad most of the time,2
64,Ogun South West Globacom 3G The network is sometimes frustrating ,2
10,Ogun South West Globacom 3G Glo is very bad here. I won't even recommend it to the devil,2
272,Adamawa North East MTN 3G Very faulty and fluctuates. Cannot be relied upon,2
158,Ogun South West Globacom 4G Very bad service,2
33,"Ondo South West MTN 3G MTN is not that okay here.
Especially inside FUTA. It's worst.",2
213,Ogun South West MTN 4G Poor,2
64,Ogun South West Globacom 3G The network is sometimes frustrating ,2
281,Adamawa North East 9mobile 3G Not satisfactory. Should be ditched,2
227,Other South South 9mobile 4G Using Etisalat network in my current location has been really frustrating especially when it comes to browsing,2
290,Lagos South West MTN 3G Mtn network is usually bad most of the time,2
64,Ogun South West Globacom 3G The network is sometimes frustrating ,2
253,Abia South East Airtel 2G Not good at all. Should be discarded with immediate effect,2
10,Ogun South West Globacom 3G Glo is very bad here. I won't even recommend it to the devil,2
213,Ogun South West MTN 4G Poor,2
158,Ogun South West Globacom 4G Very bad service,2
125,Delta South South Globacom 4G The internet connection is poor,2
253,Abia South East Airtel 2G Not good at all. Should be discarded with immediate effect,2
205,Lagos South West Globacom 4G Can be better ,2
171,"Oyo South West Globacom 4G Their service is just something else 
So annoying when you can't connect on time😐",2
43,Ondo South West MTN 4G It's been on an average. ,2
64,Ogun South West Globacom 3G The network is sometimes frustrating ,2
281,Adamawa North East 9mobile 3G Not satisfactory. Should be ditched,2
33,"Ondo South West MTN 3G MTN is not that okay here.
Especially inside FUTA. It's worst.",2
253,Abia South East Airtel 2G Not good at all. Should be discarded with immediate effect,2
272,Adamawa North East MTN 3G Very faulty and fluctuates. Cannot be relied upon,2
9,Ondo South West Globacom 3G Calling and texting is manageable but I just so hate The browsing aspects. Very slow and annoying.,2
272,Adamawa North East MTN 3G Very faulty and fluctuates. Cannot be relied upon,2
227,Other South South 9mobile 4G Using Etisalat network in my current location has been really frustrating especially when it comes to browsing,2
171,"Oyo South West Globacom 4G Their service is just something else 
So annoying when you can't connect on time😐",2
279,Adamawa North East Airtel 4G Not OK enough. Very slow,3
134,Abuja North Central MTN 4G MTN is just okay . It has served me adequately for about a decade now. They could improve in some areas however.,3
244,Ondo South West MTN 3G I'm not pleased using the sim because it doesn't show service due to the fact that I'm still using 3g sim and my phone is 3g phone so I couldn't receive call all time.,3
39,Lagos South West Airtel 4G Opening a new app will require that I flip the switch of mobile data. Unless I am using a mifi router. ,3
180,Ogun South West MTN 4G The internet experience is bad,3
153,Ogun South West Airtel 4G Get better ,3
51,"Ondo South West Airtel 4G Well, the network seems fair considering the things I use it for.",3
279,Adamawa North East Airtel 4G Not OK enough. Very slow,3
216,Lagos South West Airtel 4G It’s good in my area although they’re places I would get to and realize there’s no network or the network is very weak but asides that it’s okay ,3
223,Lagos South West MTN 4G Not so bad and not so good ,3
192,Ogun South West Globacom 3G Very weak and unsatisfactory. I dont like it at all,3
192,Ogun South West Globacom 3G Very weak and unsatisfactory. I dont like it at all,3
230,Abuja North Central MTN 4G Poor,3
269,Abuja North Central 9mobile 3G I don't like using 9mobile for anything serious at all. Not satisfied,3
282,Adamawa North East 9mobile 4G Too bad for 9mobile,3
60,Delta South South MTN 4G It's a good experience simple and easy to understand ,3
12,Edo South South 9mobile 4G Very poor network,3
52,Ondo South West MTN 4G It’s Nice but I will love their network be evenly sufficient in all areas ,3
136,Oyo South West MTN 3G I experience a lot of Network Fluctuations in my area and it's so bad I stopped using it for data anymore. ,3
7,Other South East Globacom 4G Really a below average performance from Glo. I don't like it here at all.,3
230,Abuja North Central MTN 4G Poor,3
80,Anambra South East Airtel 4G Very satisfying ,3
106,Ogun South West Airtel 4G Good but not excellent ,3
7,Other South East Globacom 4G Really a below average performance from Glo. I don't like it here at all.,3
164,"Oyo South West Globacom 4G My user experience is dependent on my location, even within a location. Take for instance, I might have to leave my room for the kitchen because the network there would probably be better.
 It's so bad that you leave a chair in the sitting room  for another chair in that same sitting room, or you place your phone on your head to tap network..lol

It's a fact also that one network is better in a particular geographical location than the other. Take for instance, I'd prefer to use Glo in Ife and MTN in Ibadan because of where I stay in both places.

In all, the quality of service is frustrating, and the usage is expensive because it's data consuming ",3
147,"Lagos South West MTN 4G Sim and service is good but it always depends on the area, there are some areas that network won't work and the rate at which data is being withdrawn is too high and annoying ",3
51,"Ondo South West Airtel 4G Well, the network seems fair considering the things I use it for.",3
84,Oyo South West MTN 3G not too good ,3
194,Lagos South West Globacom 3G Not ok,3
144,Lagos South West Airtel 4G A lot of times it's quite fair. It's sometimes unreliable when it rains or when an upgrade is being done. But mostly it works well ,3
52,Ondo South West MTN 4G It’s Nice but I will love their network be evenly sufficient in all areas ,3
236,Lagos South West MTN 4G Not too good 😪Mtn needs to improve ,3
124,Delta South South Airtel 4G The service is good but it has few network issues most of the times,3
240,Lagos South West MTN 4G They actually are trying thier best.,3
146,Oyo South West Globacom 4G GLO network coverage isn't so good in my area. Browsing the internet is really poor,3
113,"Rivers South South MTN 4G Sometimes it's good. Not excellent, just okay. And sometimes it's terrible",3
242,Osun South West MTN 4G The browsing network has been very frustrating for the past few weeks. Calls and messages have been going freely.,3
147,"Lagos South West MTN 4G Sim and service is good but it always depends on the area, there are some areas that network won't work and the rate at which data is being withdrawn is too high and annoying ",3
209,"Ondo South West Airtel 4G It's good, but can fumble when I need it for something important.",3
39,Lagos South West Airtel 4G Opening a new app will require that I flip the switch of mobile data. Unless I am using a mifi router. ,3
156,Ondo South West Globacom 3G Good and reliable but only on very important and big occasion they tend to Fuck up,3
156,Ondo South West Globacom 3G Good and reliable but only on very important and big occasion they tend to Fuck up,3
122,"Rivers South South MTN 4G It has been ok, though I'm using a phone that doesn't support 4g. ",3
156,Ondo South West Globacom 3G Good and reliable but only on very important and big occasion they tend to Fuck up,3
131,Lagos South West Airtel 4G They are trying their best.,3
140,Ondo South West MTN 4G Impressive ,3
164,"Oyo South West Globacom 4G My user experience is dependent on my location, even within a location. Take for instance, I might have to leave my room for the kitchen because the network there would probably be better.
 It's so bad that you leave a chair in the sitting room  for another chair in that same sitting room, or you place your phone on your head to tap network..lol

It's a fact also that one network is better in a particular geographical location than the other. Take for instance, I'd prefer to use Glo in Ife and MTN in Ibadan because of where I stay in both places.

In all, the quality of service is frustrating, and the usage is expensive because it's data consuming ",3
