Query,Sentiment_Level
"Oyo South West Globacom 4G My user experience is dependent on my location, even within a location. Take for instance, I might have to leave my room for the kitchen because the network there would probably be better.
 It's so bad that you leave a chair in the sitting room  for another chair in that same sitting room, or you place your phone on your head to tap network..lol

It's a fact also that one network is better in a particular geographical location than the other. Take for instance, I'd prefer to use Glo in Ife and MTN in Ibadan because of where I stay in both places.

In all, the quality of service is frustrating, and the usage is expensive because it's data consuming ",3
"Ondo South West Airtel 4G It's good, but can fumble when I need it for something important.",3
"Ondo South West MTN 4G Very good
",5
Abia South East MTN 4G Really good performance here.,5
Ondo South West MTN 4G It’s terrible,3
Oyo South West MTN 4G In all network mtn is the best,0
Abia South East MTN 3G Good quality..I am happy,5
Adamawa North East MTN 2G This particular traffic type is not good to use. Should not even be in existence over here.,1
"Ondo South West MTN 4G Fairly average network and downloading speeds, not even up to half of the advertised expected speed.. but overall its decent enough for basic downloads and internet operations.. calls are clear and text messages go through. ",4
Delta South South Airtel 4G The service is good but it has few network issues most of the times,3
Enugu South East Globacom 4G Awesome QoS from glo. Fast and enjoyable. I recommend.,5
Ogun South West MTN 4G The network is very poor even with the 4g,1
Delta South South MTN 4G Good,4
"Oyo South West Globacom 4G Their service is just something else 
So annoying when you can't connect on time😐",2
Lagos South West MTN 3G Mtn network is usually bad most of the time,2
"Lagos South West MTN 4G The network is efficient, it only when rain falls or weather is cloudy the the network is always affected.",4
Delta South South Globacom 4G The internet connection is poor,2
Ogun South West Globacom 3G The network is sometimes frustrating ,2
"Ondo South West MTN 4G Thing is, around FUTA the internet connection isn't as bad as in town, Oyarubule, orange fm side where you'll be getting a soak of 4kb/s from a 4G network smh",2
Lagos South West Globacom 3G Not ok,3
Osun South West MTN 4G Very lovely and I am so impressed,5
"Edo South South MTN 4G Excellent, but at times it fluctuates ",4
Ondo South West 9mobile 4G The service is quite terrible generally in this area compare to other network ,0
Ondo South West 9mobile 4G The Internet access provided by this provider is worse ,1
Lagos South West Globacom 4G Can be better ,2
Delta South South Globacom 4G The internet connection is poor,2
"Ondo South West MTN 4G It’s not bad, it can be better ",4
Delta South South Globacom 4G Reliable and strong,4
Lagos South West Airtel 4G Good ,3
Oyo South West MTN 3G It is amazing ,5
Ondo South West 9mobile 4G The service is quite terrible generally in this area compare to other network ,0
Adamawa North East Globacom 2G Very poor. Do not use!!,0
Other South South 9mobile 4G Using Etisalat network in my current location has been really frustrating especially when it comes to browsing,2
Ondo South West MTN 4G It's been on an average. ,2
"Lagos South West Globacom 4G Glo has its moment 
Majority of the time it’s bad ",2
Ondo South West MTN 4G It hurts to see and know that MTN of south Africa is better than GLO Nigeria and other network combined....,5
"Osun South West Airtel 4G Airtel data network is good
But it do give me issues when calling ",4
Enugu South East Globacom 4G Awesome QoS from glo. Fast and enjoyable. I recommend.,5
"Oyo South West Globacom 4G Their service is just something else 
So annoying when you can't connect on time😐",2
Abuja North Central 9mobile 3G I don't like using 9mobile for anything serious at all. Not satisfied,3
Other Other MTN 2G MTN,1
Lagos South West MTN 4G MTN performs very well in my location ,4
"Abuja North Central 9mobile 2G I would give this network a 0 today, tomorrow and forever. I hate it.",0
"Lagos South West Globacom 4G Glo has its moment 
Majority of the time it’s bad ",2
Adamawa North East MTN 3G Very faulty and fluctuates. Cannot be relied upon,2
Lagos South West Globacom 4G Can be better ,2
"Ondo South West 9mobile 3G For calls and texts, 9mobile is not too bad. There are tines when I'm unable to use my sim for several days though. For internet browsing however, the quality of service is almost nothing to write home about. ",2
Lagos South West Globacom 4G I love Glo,4
Oyo South West Airtel 4G 👍👍,5
Enugu South East MTN 4G Excellent network coverage from MTN's. very fast and affordable,5
Abuja North Central MTN 4G It's been fair but it could be better,2
Adamawa North East MTN 2G This particular traffic type is not good to use. Should not even be in existence over here.,1
Abuja North Central Airtel 2G Bad quality over here.,1
Adamawa North East Globacom 2G Very poor. Do not use!!,0
Adamawa North East Globacom 3G I am not happy with glo here.,3
"Lagos South West Globacom 4G Glo has its moment 
Majority of the time it’s bad ",2
Abuja North Central Airtel 2G Bad quality over here.,1
"Edo South South MTN 4G Excellent, but at times it fluctuates ",4
"Ondo South West MTN 4G It’s not bad, it can be better ",4
Other North Central MTN 4G Basically my sim gets me through my internet  needs and makes calls clearly ,4
Abia South East 9mobile 2G This is the poorest network service using provider that I've ever used. TRASH,0
Ondo South West 9mobile 4G The service is quite terrible generally in this area compare to other network ,0
Adamawa North East Globacom 3G I am not happy with glo here.,3
Ondo South West Globacom 3G Calling and texting is manageable but I just so hate The browsing aspects. Very slow and annoying.,2
Adamawa North East Globacom 2G Very poor. Do not use!!,0
Adamawa North East 9mobile 3G Not satisfactory. Should be ditched,2
Other Other MTN 2G MTN,1
Oyo South West Airtel 4G 👍👍,5
Lagos South West MTN 4G I'm that game freak. I find it very amusing i get smooth gameplay during poor weather conditions. MTN's game 🎯.,5
Ogun South West Others 3G ...,2
Ogun South West MTN 4G The network is very poor even with the 4g,1
Ondo South West MTN 4G It is good but sometimes annoying,4
Ondo South West MTN 4G I guess they are tired of been network provider,1
Adamawa North East MTN 2G This particular traffic type is not good to use. Should not even be in existence over here.,1
Abuja North Central Airtel 2G Bad quality over here.,1
Other Other MTN 2G MTN,1
Ondo South West MTN 4G Very fast and enjoyable. MTN works great,5
Ogun South West MTN 4G The network is very poor even with the 4g,1
Abia South East MTN Other I am so in love with my service..very fast and sweet to use.,5
Delta South South Globacom 4G The internet connection is poor,2
Oyo South West Globacom 4G They have a very good service however it fluctuates in my environment.,4
Ogun South West Globacom 4G Satisfactory quality of service,4
Ogun South West MTN 4G The network is very poor even with the 4g,1
"Ondo South West MTN 4G Very good
",5
Ondo South West 9mobile 4G The service is quite terrible generally in this area compare to other network ,0
Oyo South West MTN 3G It is amazing ,5
Adamawa North East 9mobile 3G Not satisfactory. Should be ditched,2
Ogun South West MTN 4G The network is very poor even with the 4g,1
Ogun South West MTN 4G Poor,2
Abuja North Central MTN 4G It's been fair but it could be better,2
"Lagos South West MTN 4G The Sim service (network operator) has nice and reliable network standby, along with an impressive data roaming speed and others. ",3
Ogun South West MTN 4G The network is very poor even with the 4g,1
Osun South West Globacom 4G I like glo very much.,5
Oyo South West Airtel 3G The network is stressing and annoying especially when you have important things to do online,3
Ondo South West Globacom 4G Very satisfactory service. Really good,5
Ondo South West MTN 4G The quality of service is okay and can be recommended for new users ,4
"Ogun South West MTN 3G It's less stressful, but sometimes the weather makes it's very bad(rainy days).",4
"Ogun South West Airtel 4G It's nice on average, but can(and should) get better with time and some more improvements",3
Lagos South West MTN 4G It not very good ,3
Ondo South West MTN 4G It's been on an average. ,2
Ondo South West MTN 4G Good,3
Abia South East Airtel 2G Not good at all. Should be discarded with immediate effect,2
Enugu South East Globacom 4G Glo network is Good here in Enugu(Akpugo) but if it's raining or windy network becomes bad.,4
Ondo South West MTN 4G Mtn is very good in ondo state. ,5
Abia South East Airtel 2G Not good at all. Should be discarded with immediate effect,2
Ondo South West MTN 4G Mtn is very good in ondo state. ,5
Akwa-Ibom South South 9mobile 3G 9mobile is the wrost sim... ,1
Delta South South Globacom 4G The internet connection is poor,2
Ogun South West Globacom 3G Mostly it's very bad 😭,2
Adamawa North East MTN 3G Very faulty and fluctuates. Cannot be relied upon,2
"Osun South West MTN 4G The network is really poor, the only time I actually enjoy browsing is around 1am and it goes back to being rubbish at 6am.",2
"Lagos South West MTN 4G The quality of service is good, but once in a while, the network becomes really frustrating and sometimes i have to restart my device over and over ",4
Ondo South West MTN 4G It's been on an average. ,2
"Other South East MTN 4G MTN in IMO state is every poor. Too slow and often times, it is unavailable.",3
